No Health Insurance-Percent; NaturalBreaks
Data downloaded on 20-August-2025
County_FIPS,County,State,Newly Diagnosed Diabetes-2019-Rate per 1000,No Health Insurance-2017-2021-Percentage
40087,Mcclain County,Oklahoma,7.8,15.3
29025,Caldwell County,Missouri,11.8,15.3
29097,Jasper County,Missouri,9,15.3
28027,Coahoma County,Mississippi,15.2,15.3
20171,Scott County,Kansas,6.9,15.3
12007,Bradford County,Florida,12,15.3
29069,Dunklin County,Missouri,12.5,15.3
29005,Atchison County,Missouri,6.3,15.3
13245,Richmond County,Georgia,15.9,15.3
12097,Osceola County,Florida,11,15.3
13085,Dawson County,Georgia,9.3,15.3
04025,Yavapai County,Arizona,4.2,15.3
08099,Prowers County,Colorado,6.1,15.3
48071,Chambers County,Texas,7.9,15.4
48027,Bell County,Texas,11.6,15.4
49019,Grand County,Utah,5.9,15.4
29017,Bollinger County,Missouri,8.2,15.4
29135,Moniteau County,Missouri,4.6,15.4
40145,Wagoner County,Oklahoma,17.1,15.4
29057,Dade County,Missouri,8.5,15.4
30003,Big Horn County,Montana,18.3,15.4
30087,Rosebud County,Montana,12.2,15.4
12131,Walton County,Florida,9.8,15.4
29213,Taney County,Missouri,10,15.4
12045,Gulf County,Florida,8.8,15.4
13235,Pulaski County,Georgia,21.1,15.4
13143,Haralson County,Georgia,9.1,15.4
13275,Thomas County,Georgia,12.9,15.4
35011,De Baca County,New Mexico,11.2,15.5
47061,Grundy County,Tennessee,9.9,15.5
47177,Warren County,Tennessee,11.6,15.5
30047,Lake County,Montana,8.4,15.5
37193,Wilkes County,North Carolina,9,15.5
37011,Avery County,North Carolina,8.4,15.5
20135,Ness County,Kansas,8.2,15.5
56037,Sweetwater County,Wyoming,6.1,15.5
13261,Sumter County,Georgia,18.4,15.5
12111,St. Lucie County,Florida,7.6,15.5
05015,Carroll County,Arkansas,6.7,15.5
28097,Montgomery County,Mississippi,13.9,15.5
48039,Brazoria County,Texas,12.8,15.6
46121,Todd County,South Dakota,16.1,15.6
46053,Gregory County,South Dakota,7.3,15.6
48159,Franklin County,Texas,6,15.6
28111,Perry County,Mississippi,8.6,15.6
30085,Roosevelt County,Montana,18.9,15.6
28067,Jones County,Mississippi,14.3,15.6
37039,Cherokee County,North Carolina,12.1,15.6
16077,Power County,Idaho,10.1,15.6
13175,Laurens County,Georgia,13.5,15.6
13141,Hancock County,Georgia,10.6,15.6
48381,Randall County,Texas,8.4,15.7
49033,Rich County,Utah,5.4,15.7
40051,Grady County,Oklahoma,8.4,15.7
13293,Upson County,Georgia,11.6,15.7
16081,Teton County,Idaho,5.3,15.7
28005,Amite County,Mississippi,9.8,15.7
12053,Hernando County,Florida,9.9,15.7
13301,Warren County,Georgia,15.5,15.7
13185,Lowndes County,Georgia,12.3,15.7
08045,Garfield County,Colorado,5.2,15.7
12085,Martin County,Florida,5.8,15.7
13251,Screven County,Georgia,10.2,15.7
13315,Wilcox County,Georgia,6.6,15.7
13021,Bibb County,Georgia,21.1,15.7
48393,Roberts County,Texas,7.4,15.8
47137,Pickett County,Tennessee,10.1,15.8
20019,Chautauqua County,Kansas,4.6,15.8
47041,Dekalb County,Tennessee,15.2,15.8
29207,Stoddard County,Missouri,9.6,15.8
13247,Rockdale County,Georgia,13.6,15.8
13093,Dooly County,Georgia,28.5,15.8
48259,Kendall County,Texas,5.8,15.9
28023,Clarke County,Mississippi,13.4,15.9
40075,Kiowa County,Oklahoma,10.8,15.9
47083,Houston County,Tennessee,9.5,15.9
30005,Blaine County,Montana,12.1,15.9
28139,Tippah County,Mississippi,11.9,15.9
12127,Volusia County,Florida,10.3,15.9
28157,Wilkinson County,Mississippi,4.9,15.9
29109,Lawrence County,Missouri,10.4,15.9
28007,Attala County,Mississippi,10.2,15.9
28065,Jefferson Davis County,Mississippi,10.7,15.9
12005,Bay County,Florida,10.3,15.9
29009,Barry County,Missouri,9.5,15.9
13081,Crisp County,Georgia,9,15.9
12017,Citrus County,Florida,7.2,15.9
28057,Itawamba County,Mississippi,16.7,15.9
48361,Orange County,Texas,13.3,16
28107,Panola County,Mississippi,12,16
37195,Wilson County,North Carolina,12.1,16
37105,Lee County,North Carolina,6.9,16
30089,Sanders County,Montana,6,16
28155,Webster County,Mississippi,7.1,16
12077,Liberty County,Florida,10.5,16
04007,Gila County,Arizona,7.3,16
02230,Skagway Municipality,Alaska,5.5,16
02066,Copper River Census Area,Alaska,No Data,16
12015,Charlotte County,Florida,6.5,16
13255,Spalding County,Georgia,8.4,16
02050,Bethel Census Area,Alaska,7.4,16
48167,Galveston County,Texas,11.3,16.1
37151,Randolph County,North Carolina,11.1,16.1
29061,Daviess County,Missouri,9.1,16.1
29059,Dallas County,Missouri,6.4,16.1
29215,Texas County,Missouri,7,16.1
13231,Pike County,Georgia,13.6,16.1
13059,Clarke County,Georgia,9.1,16.1
13083,Dade County,Georgia,11.6,16.1
12041,Gilchrist County,Florida,9.6,16.1
37185,Warren County,North Carolina,12.8,16.2
13155,Irwin County,Georgia,14.4,16.2
13045,Carroll County,Georgia,13.6,16.2
13285,Troup County,Georgia,15.7,16.2
13133,Greene County,Georgia,6.2,16.2
28053,Humphreys County,Mississippi,21.8,16.2
08095,Phillips County,Colorado,6.3,16.2
46123,Tripp County,South Dakota,5.8,16.3
53001,Adams County,Washington,9.5,16.3
48199,Hardin County,Texas,9.9,16.3
46085,Lyman County,South Dakota,7.1,16.3
13209,Montgomery County,Georgia,17.4,16.3
40033,Cotton County,Oklahoma,8.6,16.3
29179,Reynolds County,Missouri,6.2,16.3
28031,Covington County,Mississippi,15.7,16.3
30039,Granite County,Montana,4.3,16.3
56039,Teton County,Wyoming,2.3,16.3
48209,Hays County,Texas,7.7,16.4
40109,Oklahoma County,Oklahoma,9.5,16.4
29223,Wayne County,Missouri,18.9,16.4
28129,Smith County,Mississippi,10.2,16.4
29203,Shannon County,Missouri,7.4,16.4
13009,Baldwin County,Georgia,7.4,16.4
12071,Lee County,Florida,5.6,16.4
13243,Randolph County,Georgia,25.1,16.4
02180,Nome Census Area,Alaska,7,16.4
38061,Mountrail County,North Dakota,12.1,16.5
46095,Mellette County,South Dakota,20.9,16.5
28037,Franklin County,Mississippi,15.3,16.5
37113,Macon County,North Carolina,11.2,16.5
28001,Adams County,Mississippi,12.8,16.5
12081,Manatee County,Florida,8.6,16.5
28131,Stone County,Mississippi,13.1,16.5
13199,Meriwether County,Georgia,13.6,16.5
12099,Palm Beach County,Florida,6.9,16.5
08125,Yuma County,Colorado,6.3,16.5
16025,Camas County,Idaho,7.9,16.5
13095,Dougherty County,Georgia,15.6,16.5
04001,Apache County,Arizona,10.5,16.5
12083,Marion County,Florida,8.6,16.5
02105,Hoonah-Angoon Census Area,Alaska,5.2,16.5
40071,Kay County,Oklahoma,10.3,16.6
35025,Lea County,New Mexico,10,16.6
28127,Simpson County,Mississippi,8.8,16.6
28069,Kemper County,Mississippi,16.4,16.6
28101,Newton County,Mississippi,11.6,16.6
12079,Madison County,Florida,12.5,16.6
29075,Gentry County,Missouri,6.6,16.6
13253,Seminole County,Georgia,12.4,16.6
13017,Ben Hill County,Georgia,15.1,16.6
13227,Pickens County,Georgia,15.5,16.6
12039,Gadsden County,Florida,20.1,16.6
55019,Clark County,Wisconsin,5.1,16.7
45051,Horry County,South Carolina,9.3,16.7
56017,Hot Springs County,Wyoming,5.7,16.7
40147,Washington County,Oklahoma,6.3,16.7
40003,Alfalfa County,Oklahoma,5.7,16.7
40125,Pottawatomie County,Oklahoma,12.2,16.7
48011,Armstrong County,Texas,7,16.7
13035,Butts County,Georgia,12.6,16.7
13263,Talbot County,Georgia,11.2,16.7
13147,Hart County,Georgia,12.3,16.7
12013,Calhoun County,Florida,9.9,16.7
12121,Suwannee County,Florida,12.1,16.7
13063,Clayton County,Georgia,12.3,16.7
12086,Miami-Dade County,Florida,5.8,16.7
47155,Sevier County,Tennessee,11.5,16.8
56045,Weston County,Wyoming,8.4,16.8
28091,Marion County,Mississippi,11.3,16.8
40037,Creek County,Oklahoma,8.4,16.8
28103,Noxubee County,Mississippi,15,16.8
40129,Roger Mills County,Oklahoma,6.3,16.8
28153,Wayne County,Mississippi,19.1,16.8
40117,Pawnee County,Oklahoma,10.9,16.8
37103,Jones County,North Carolina,23,16.8
40043,Dewey County,Oklahoma,7.7,16.8
28017,Chickasaw County,Mississippi,13.3,16.8
13159,Jasper County,Georgia,10,16.8
12065,Jefferson County,Florida,9,16.8
13135,Gwinnett County,Georgia,8.9,16.8
13271,Telfair County,Georgia,21.1,16.8
12059,Holmes County,Florida,14.8,16.8
37123,Montgomery County,North Carolina,16.6,16.9
37155,Robeson County,North Carolina,15.5,16.9
48367,Parker County,Texas,10,16.9
48493,Wilson County,Texas,9.8,16.9
29079,Grundy County,Missouri,8.1,16.9
12029,Dixie County,Florida,10.8,16.9
12105,Polk County,Florida,10.4,16.9
46109,Roberts County,South Dakota,10.4,17
46102,Oglala Lakota County,South Dakota,16.2,17
28145,Union County,Mississippi,9.3,17
40143,Tulsa County,Oklahoma,9.4,17
30107,Wheatland County,Montana,5.2,17
29229,Wright County,Missouri,5.5,17
12061,Indian River County,Florida,7.5,17
13187,Lumpkin County,Georgia,7.5,17
04017,Navajo County,Arizona,8.9,17
13299,Ware County,Georgia,14.1,17
13125,Glascock County,Georgia,11.3,17
02188,Northwest Arctic Borough,Alaska,10.2,17
13225,Peach County,Georgia,15.9,17
48065,Carson County,Texas,12.3,17.1
46137,Ziebach County,South Dakota,17.9,17.1
40011,Blaine County,Oklahoma,10.4,17.1
46023,Charles Mix County,South Dakota,7,17.1
28141,Tishomingo County,Mississippi,11.4,17.1
29103,Knox County,Missouri,5.3,17.1
28125,Sharkey County,Mississippi,23.8,17.1
13087,Decatur County,Georgia,13.7,17.1
13015,Bartow County,Georgia,7.9,17.1
13257,Stephens County,Georgia,14.4,17.1
13013,Barrow County,Georgia,10.4,17.1
48037,Bowie County,Texas,15.7,17.2
56015,Goshen County,Wyoming,7.5,17.2
48119,Delta County,Texas,6,17.2
48335,Mitchell County,Texas,16.4,17.2
02060,Bristol Bay Borough,Alaska,15.7,17.2
28099,Neshoba County,Mississippi,17,17.2
48077,Clay County,Texas,9.5,17.3
28079,Leake County,Mississippi,15.8,17.3
13037,Calhoun County,Georgia,8.6,17.3
20187,Stanton County,Kansas,5.1,17.3
20129,Morton County,Kansas,7.3,17.3
08087,Morgan County,Colorado,5.7,17.3
13027,Brooks County,Georgia,11.2,17.3
48345,Motley County,Texas,8.4,17.4
48303,Lubbock County,Texas,9,17.4
40065,Jackson County,Oklahoma,13.5,17.4
13205,Mitchell County,Georgia,8.8,17.4
48095,Concho County,Texas,6.4,17.4
37177,Tyrrell County,North Carolina,20.5,17.4
30079,Prairie County,Montana,4.1,17.4
12133,Washington County,Florida,11.3,17.4
13265,Taliaferro County,Georgia,7.8,17.4
28123,Scott County,Mississippi,15.3,17.4
48025,Bee County,Texas,14.6,17.5
37043,Clay County,North Carolina,9,17.5
13007,Baker County,Georgia,14.5,17.5
13149,Heard County,Georgia,8.8,17.5
12021,Collier County,Florida,4.6,17.5
13183,Long County,Georgia,9.3,17.5
13229,Pierce County,Georgia,14.4,17.5
48151,Fisher County,Texas,5.6,17.6
56031,Platte County,Wyoming,5.2,17.6
40123,Pontotoc County,Oklahoma,10.3,17.6
56009,Converse County,Wyoming,7.8,17.6
40105,Nowata County,Oklahoma,17.5,17.6
29125,Maries County,Missouri,8.7,17.6
35031,Mckinley County,New Mexico,12.4,17.6
28009,Benton County,Mississippi,15.3,17.6
20189,Stevens County,Kansas,9.2,17.6
13197,Marion County,Georgia,12.7,17.6
13281,Towns County,Georgia,5.5,17.6
13191,Mcintosh County,Georgia,11.4,17.6
13079,Crawford County,Georgia,17.2,17.6
02240,Southeast Fairbanks Census Area,Alaska,6.3,17.6
13233,Polk County,Georgia,13.2,17.6
46007,Bennett County,South Dakota,12.4,17.7
56035,Sublette County,Wyoming,4.2,17.7
48221,Hood County,Texas,12.3,17.7
40063,Hughes County,Oklahoma,10.4,17.7
28013,Calhoun County,Mississippi,12.2,17.7
30035,Glacier County,Montana,15.6,17.7
37163,Sampson County,North Carolina,15.4,17.7
40119,Payne County,Oklahoma,8.6,17.7
46071,Jackson County,South Dakota,13.8,17.8
28115,Pontotoc County,Mississippi,11.5,17.8
29153,Ozark County,Missouri,4.7,17.8
16053,Jerome County,Idaho,7.7,17.8
13267,Tattnall County,Georgia,18.8,17.8
13279,Toombs County,Georgia,9.7,17.8
48339,Montgomery County,Texas,8.7,17.9
48485,Wichita County,Texas,15,17.9
13119,Franklin County,Georgia,4.6,17.9
20203,Wichita County,Kansas,10.2,17.9
20209,Wyandotte County,Kansas,12.6,17.9
16047,Gooding County,Idaho,7.1,17.9
20067,Grant County,Kansas,7.3,17.9
04023,Santa Cruz County,Arizona,6.3,17.9
13237,Putnam County,Georgia,6.9,17.9
13019,Berrien County,Georgia,13.6,17.9
02070,Dillingham Census Area,Alaska,5.8,17.9
13165,Jenkins County,Georgia,17,17.9
48343,Morris County,Texas,6.6,18
40149,Washita County,Oklahoma,12.5,18
48023,Baylor County,Texas,6.2,18
47007,Bledsoe County,Tennessee,6.2,18
40107,Okfuskee County,Oklahoma,9.7,18
28147,Walthall County,Mississippi,11.8,18
37099,Jackson County,North Carolina,11.8,18
13105,Elbert County,Georgia,7.5,18
13127,Glynn County,Georgia,9,18
13031,Bulloch County,Georgia,14.2,18
13319,Wilkinson County,Georgia,15.5,18
48425,Somervell County,Texas,8.4,18.1
56043,Washakie County,Wyoming,5.7,18.1
13291,Union County,Georgia,4.1,18.1
16067,Minidoka County,Idaho,10,18.1
12107,Putnam County,Florida,11.9,18.1
12075,Levy County,Florida,13.1,18.1
13287,Turner County,Georgia,25.2,18.1
13167,Johnson County,Georgia,15.4,18.1
48387,Red River County,Texas,9.9,18.2
40101,Muskogee County,Oklahoma,13.1,18.2
56007,Carbon County,Wyoming,7.8,18.2
20119,Meade County,Kansas,5.3,18.2
13305,Wayne County,Georgia,16.3,18.2
13055,Chattooga County,Georgia,10.9,18.2
48041,Brazos County,Texas,10.5,18.2
08057,Jackson County,Colorado,6.7,18.2
13109,Evans County,Georgia,13.8,18.2
31037,Colfax County,Nebraska,7.9,18.3
13307,Webster County,Georgia,12.5,18.3
13075,Cook County,Georgia,20.3,18.3
13311,White County,Georgia,7.3,18.3
13111,Fannin County,Georgia,7,18.3
13107,Emanuel County,Georgia,13.1,18.3
48067,Cass County,Texas,7.8,18.4
45053,Jasper County,South Carolina,12.7,18.4
46041,Dewey County,South Dakota,17.5,18.4
40111,Okmulgee County,Oklahoma,8,18.4
37005,Alleghany County,North Carolina,15,18.4
48059,Callahan County,Texas,12.3,18.4
40081,Lincoln County,Oklahoma,10.2,18.4
13289,Twiggs County,Georgia,17.5,18.4
13049,Charlton County,Georgia,20.1,18.4
13115,Floyd County,Georgia,13.9,18.4
48329,Midland County,Texas,8,18.5
49055,Wayne County,Utah,5.5,18.5
40019,Carter County,Oklahoma,11,18.5
13061,Clay County,Georgia,17.1,18.5
12037,Franklin County,Florida,7,18.5
16073,Owyhee County,Idaho,8.7,18.5
46017,Buffalo County,South Dakota,26.2,18.6
45081,Saluda County,South Carolina,10.8,18.6
40137,Stephens County,Oklahoma,9.7,18.6
20055,Finney County,Kansas,8.4,18.6
13317,Wilkes County,Georgia,21,18.6
48235,Irion County,Texas,6.7,18.7
56011,Crook County,Wyoming,4.7,18.7
40093,Major County,Oklahoma,10.4,18.7
40077,Latimer County,Oklahoma,14.3,18.7
12087,Monroe County,Florida,5.2,18.7
13277,Tift County,Georgia,11.5,18.7
40009,Beckham County,Oklahoma,10.1,18.8
13005,Bacon County,Georgia,8.6,18.8
56027,Niobrara County,Wyoming,5,18.9
48029,Bexar County,Texas,11.2,18.9
48325,Medina County,Texas,10.3,18.9
40023,Choctaw County,Oklahoma,12.9,18.9
48139,Ellis County,Texas,10.9,18.9
48441,Taylor County,Texas,9.2,18.9
13163,Jefferson County,Georgia,15.8,18.9
13221,Oglethorpe County,Georgia,16.9,18.9
13065,Clinch County,Georgia,12.4,18.9
13259,Stewart County,Georgia,14.7,18.9
48257,Kaufman County,Texas,12.5,19
40097,Mayes County,Oklahoma,16.2,19
40035,Craig County,Oklahoma,19.4,19
48009,Archer County,Texas,7.5,19
40069,Johnston County,Oklahoma,8.4,19
40047,Garfield County,Oklahoma,8.5,19
02195,Petersburg Borough,Alaska,4.9,19
48459,Upshur County,Texas,6,19.1
40039,Custer County,Oklahoma,9.8,19.1
48155,Foard County,Texas,11.9,19.1
48285,Lavaca County,Texas,6.8,19.1
56023,Lincoln County,Wyoming,7.2,19.1
40067,Jefferson County,Oklahoma,12.6,19.1
13309,Wheeler County,Georgia,22.8,19.1
12055,Highlands County,Florida,11.6,19.1
48049,Brown County,Texas,15.2,19.2
48253,Jones County,Texas,15,19.2
30051,Liberty County,Montana,6.3,19.2
02150,Kodiak Island Borough,Alaska,6.3,19.2
48395,Robertson County,Texas,10.2,19.3
40049,Garvin County,Oklahoma,7.5,19.3
13161,Jeff Davis County,Georgia,8,19.3
16063,Lincoln County,Idaho,9.4,19.3
48101,Cottle County,Texas,7,19.4
48181,Grayson County,Texas,10.9,19.4
48251,Johnson County,Texas,14.1,19.4
48281,Lampasas County,Texas,10.8,19.4
48365,Panola County,Texas,11.4,19.4
13195,Madison County,Georgia,11.5,19.4
20093,Kearny County,Kansas,6.8,19.4
48241,Jasper County,Texas,18.2,19.5
48205,Hartley County,Texas,7.3,19.5
48203,Harrison County,Texas,12.5,19.5
48309,Mclennan County,Texas,8.6,19.5
37095,Hyde County,North Carolina,15.4,19.5
04027,Yuma County,Arizona,7.1,19.5
13193,Macon County,Georgia,14,19.5
13131,Grady County,Georgia,15.5,19.5
02198,Prince of Wales-Hyder Census Area,Alaska,12.5,19.5
01049,Dekalb County,Alabama,10.8,19.5
40099,Murray County,Oklahoma,14.9,19.6
40121,Pittsburg County,Oklahoma,9.5,19.6
37061,Duplin County,North Carolina,14.2,19.6
08111,San Juan County,Colorado,5.6,19.6
05133,Sevier County,Arkansas,10.9,19.6
48255,Karnes County,Texas,8.3,19.7
40061,Haskell County,Oklahoma,7.5,19.7
13283,Treutlen County,Georgia,16.7,19.7
48391,Refugio County,Texas,7.3,19.8
48001,Anderson County,Texas,10.6,19.8
37075,Graham County,North Carolina,6.6,19.8
40133,Seminole County,Oklahoma,12.5,19.8
28055,Issaquena County,Mississippi,43,19.8
18027,Daviess County,Indiana,5.6,19.8
48233,Hutchinson County,Texas,6.3,19.9
40153,Woodward County,Oklahoma,9.7,19.9
48439,Tarrant County,Texas,10.3,19.9
40089,Mccurtain County,Oklahoma,11.8,19.9
40135,Sequoyah County,Oklahoma,13.3,19.9
48031,Blanco County,Texas,7.5,20
48147,Fannin County,Texas,11,20
40115,Ottawa County,Oklahoma,7.5,20
48057,Calhoun County,Texas,14.6,20
20057,Ford County,Kansas,10.6,20
13001,Appling County,Georgia,9,20
48477,Washington County,Texas,9.9,20
48471,Walker County,Texas,13.7,20.1
40001,Adair County,Oklahoma,17.6,20.1
40141,Tillman County,Oklahoma,13.9,20.1
13213,Murray County,Georgia,16.3,20.1
13269,Taylor County,Georgia,13.9,20.1
48451,Tom Green County,Texas,12.8,20.2
40073,Kingfisher County,Oklahoma,14.5,20.2
48373,Polk County,Texas,13.4,20.2
48175,Goliad County,Texas,8.8,20.2
02016,Aleutians West Census Area,Alaska,10.9,20.2
13273,Terrell County,Georgia,10.7,20.2
48455,Trinity County,Texas,13.9,20.3
48145,Falls County,Texas,6.3,20.3
48401,Rusk County,Texas,9.4,20.3
40127,Pushmataha County,Oklahoma,14.2,20.3
48507,Zavala County,Texas,12.2,20.4
48469,Victoria County,Texas,11.4,20.4
48081,Coke County,Texas,14.4,20.4
37173,Swain County,North Carolina,14.3,20.4
40091,Mcintosh County,Oklahoma,15.4,20.4
20175,Seward County,Kansas,9.7,20.4
20069,Gray County,Kansas,4.7,20.4
13123,Gilmer County,Georgia,7.8,20.4
04012,La Paz County,Arizona,6.8,20.4
48149,Fayette County,Texas,9,20.5
48231,Hunt County,Texas,8.9,20.5
48225,Houston County,Texas,12.3,20.5
37079,Greene County,North Carolina,12.9,20.5
12093,Okeechobee County,Florida,9.9,20.5
48227,Howard County,Texas,8,20.6
40015,Caddo County,Oklahoma,13.8,20.6
40041,Delaware County,Oklahoma,14.1,20.6
48063,Camp County,Texas,6.9,20.7
48467,Van Zandt County,Texas,11.7,20.7
56003,Big Horn County,Wyoming,7.4,20.7
40085,Love County,Oklahoma,8.1,20.7
48409,San Patricio County,Texas,12.2,20.7
13043,Candler County,Georgia,15.9,20.7
48019,Bandera County,Texas,11,20.8
40045,Ellis County,Oklahoma,5.8,20.8
48331,Milam County,Texas,6.7,20.8
12067,Lafayette County,Florida,11.6,20.8
29119,Mcdonald County,Missouri,11.2,20.8
13239,Quitman County,Georgia,7.9,20.8
48161,Freestone County,Texas,10,20.9
48239,Jackson County,Texas,10.6,20.9
48123,Dewitt County,Texas,5.3,20.9
48497,Wise County,Texas,10.9,20.9
40079,Le Flore County,Oklahoma,11.3,20.9
32009,Esmeralda County,Nevada,7.6,20.9
13139,Hall County,Georgia,9,20.9
48277,Lamar County,Texas,5.8,21
48273,Kleberg County,Texas,9.5,21
40013,Bryan County,Oklahoma,10,21
02275,Wrangell City and Borough,Alaska,13.1,21
48047,Brooks County,Texas,8.1,21.1
12049,Hardee County,Florida,12.3,21.1
13137,Habersham County,Georgia,5.9,21.1
48423,Smith County,Texas,10,21.2
48355,Nueces County,Texas,9,21.2
48403,Sabine County,Texas,19.3,21.3
48247,Jim Hogg County,Texas,7.5,21.3
13011,Banks County,Georgia,9.8,21.3
02164,Lake and Peninsula Borough,Alaska,5.7,21.3
48311,Mcmullen County,Texas,5.2,21.4
48363,Palo Pinto County,Texas,10,21.4
29199,Scotland County,Missouri,8.3,21.4
48315,Marion County,Texas,15.3,21.5
48143,Erath County,Texas,5.5,21.5
48075,Childress County,Texas,9.4,21.5
48127,Dimmit County,Texas,13.7,21.5
48431,Sterling County,Texas,6.6,21.5
40057,Harmon County,Oklahoma,12.8,21.5
48353,Nolan County,Texas,9.2,21.6
48035,Bosque County,Texas,6.7,21.6
40025,Cimarron County,Oklahoma,5.4,21.6
48399,Runnels County,Texas,6.7,21.6
48283,La Salle County,Texas,12.6,21.6
48217,Hill County,Texas,11.7,21.6
48249,Jim Wells County,Texas,12.5,21.7
48503,Young County,Texas,13.9,21.7
48053,Burnet County,Texas,8.5,21.7
48213,Henderson County,Texas,11.4,21.7
48337,Montague County,Texas,14.4,21.7
13129,Gordon County,Georgia,13.3,21.7
13069,Coffee County,Georgia,12.1,21.7
02290,Yukon-Koyukuk Census Area,Alaska,11.8,21.7
40005,Atoka County,Oklahoma,5.5,21.8
48015,Austin County,Texas,9.3,21.9
48051,Burleson County,Texas,11.9,21.9
13101,Echols County,Georgia,10.8,21.9
48183,Gregg County,Texas,10.5,22
48347,Nacogdoches County,Texas,11.7,22
48013,Atascosa County,Texas,8.3,22
29141,Morgan County,Missouri,7.1,22
56013,Fremont County,Wyoming,8.1,22.1
48305,Lynn County,Texas,9.4,22.1
48097,Cooke County,Texas,8.7,22.1
13181,Lincoln County,Georgia,12.3,22.1
13241,Rabun County,Georgia,8.1,22.1
02013,Aleutians East Borough,Alaska,18.1,22.1
48185,Grimes County,Texas,18.1,22.2
13025,Brantley County,Georgia,10.5,22.2
48457,Tyler County,Texas,7.8,22.3
48415,Scurry County,Texas,12,22.3
48293,Limestone County,Texas,10.7,22.3
40021,Cherokee County,Oklahoma,18.2,22.3
48461,Upton County,Texas,6.3,22.3
48351,Newton County,Texas,8.9,22.5
48265,Kerr County,Texas,8,22.5
48083,Coleman County,Texas,5.8,22.5
48383,Reagan County,Texas,8,22.5
48005,Angelina County,Texas,13.2,22.5
48223,Hopkins County,Texas,10,22.6
48499,Wood County,Texas,12,22.6
48389,Reeves County,Texas,6.9,22.7
48245,Jefferson County,Texas,12.4,22.7
48129,Donley County,Texas,8.8,22.8
48021,Bastrop County,Texas,11.4,22.8
48193,Hamilton County,Texas,8.4,22.8
48299,Llano County,Texas,6.8,22.9
48287,Lee County,Texas,7.3,22.9
48289,Leon County,Texas,9.7,22.9
48093,Comanche County,Texas,5.1,22.9
48089,Colorado County,Texas,10.1,23
48489,Willacy County,Texas,10.5,23.1
48433,Stonewall County,Texas,7.1,23.1
02282,Yakutat City and Borough,Alaska,15.7,23.1
48169,Garza County,Texas,12.9,23.2
48475,Ward County,Texas,8.7,23.2
48133,Eastland County,Texas,7.5,23.2
48291,Liberty County,Texas,12.4,23.2
48007,Aransas County,Texas,12.5,23.2
48321,Matagorda County,Texas,13.3,23.2
48407,San Jacinto County,Texas,8.8,23.3
48131,Duval County,Texas,14.4,23.3
40029,Coal County,Oklahoma,16.4,23.3
20081,Haskell County,Kansas,8,23.3
48115,Dawson County,Texas,15.9,23.4
48495,Winkler County,Texas,5.3,23.4
13071,Colquitt County,Georgia,10.3,23.4
13313,Whitfield County,Georgia,11.8,23.4
48297,Live Oak County,Texas,6.2,23.5
48141,El Paso County,Texas,9,23.5
48481,Wharton County,Texas,14.2,23.6
48163,Frio County,Texas,10.3,23.6
48443,Terrell County,Texas,6.7,23.6
48171,Gillespie County,Texas,9.2,23.8
48473,Waller County,Texas,10.4,23.8
48435,Sutton County,Texas,7.5,23.8
48487,Wilbarger County,Texas,18.1,23.8
40095,Marshall County,Oklahoma,10.7,23.8
48201,Harris County,Texas,10.3,23.8
40007,Beaver County,Oklahoma,8,23.8
48317,Martin County,Texas,6.5,23.9
48463,Uvalde County,Texas,11.9,23.9
12027,Desoto County,Florida,12.6,24
48313,Madison County,Texas,12.1,24.1
48429,Stephens County,Texas,8.7,24.1
48189,Hale County,Texas,7.9,24.2
48113,Dallas County,Texas,9.1,24.2
48073,Cherokee County,Texas,12.5,24.2
48447,Throckmorton County,Texas,7.6,24.2
20075,Hamilton County,Kansas,6.6,24.2
48417,Shackelford County,Texas,7.5,24.3
48003,Andrews County,Texas,7.5,24.3
48375,Potter County,Texas,12.3,24.4
48349,Navarro County,Texas,16.7,24.5
48465,Val Verde County,Texas,8.8,24.5
48107,Crosby County,Texas,6.9,24.5
48237,Jack County,Texas,6.4,24.5
48307,Mcculloch County,Texas,13.4,24.5
48379,Rains County,Texas,5,24.6
48243,Jeff Davis County,Texas,6,24.7
48371,Pecos County,Texas,7.7,24.7
48267,Kimble County,Texas,6,24.8
48207,Haskell County,Texas,12.3,24.8
40059,Harper County,Oklahoma,8.9,24.9
18087,Lagrange County,Indiana,5.8,24.9
48043,Brewster County,Texas,5.8,25
48385,Real County,Texas,7.8,25
12051,Hendry County,Florida,13.3,25
40139,Texas County,Oklahoma,7.3,25.1
48219,Hockley County,Texas,8.7,25.2
48103,Crane County,Texas,6.5,25.3
48405,San Augustine County,Texas,29.2,25.3
48211,Hemphill County,Texas,7.5,25.3
48135,Ector County,Texas,7.6,25.3
48055,Caldwell County,Texas,12,25.4
48179,Gray County,Texas,16.2,25.4
48125,Dickens County,Texas,7.4,25.5
48153,Floyd County,Texas,6.2,25.7
48275,Knox County,Texas,5.2,25.7
48279,Lamb County,Texas,10.4,26.1
12043,Glades County,Florida,13.9,26.1
48173,Glasscock County,Texas,5.1,26.2
48505,Zapata County,Texas,7.8,26.3
13003,Atkinson County,Georgia,14.1,26.3
48069,Castro County,Texas,5.4,26.4
48419,Shelby County,Texas,10.9,26.7
48269,King County,Texas,7.4,26.7
48449,Titus County,Texas,10.9,26.8
48177,Gonzales County,Texas,6,26.8
48045,Briscoe County,Texas,6.8,27
48105,Crockett County,Texas,5.2,27.3
