County_FIPS,County,State,obesity-2021-Percentage,White-2022-obesity%
49057,Weber County,Utah,32.1,74.9
39153,Summit County,Ohio,37.7,74.98
13145,Harris County,Georgia,29.1,74.98
48237,Jack County,Texas,17.7,74.99
48263,Kent County,Texas,17.5,75
53011,Clark County,Washington,32.5,75.02
48035,Bosque County,Texas,17.1,75.04
48067,Cass County,Texas,17.1,75.08
39099,Mahoning County,Ohio,37.2,75.08
13015,Bartow County,Georgia,27.7,75.12
8085,Montrose County,Colorado,23.3,75.15
8073,Lincoln County,Colorado,24.4,75.15
42079,Luzerne County,Pennsylvania,34.5,75.17
19153,Polk County,Iowa,34.8,75.23
47167,Tipton County,Tennessee,39.3,75.24
13137,Habersham County,Georgia,23.5,75.24
13129,Gordon County,Georgia,28.6,75.27
48351,Newton County,Texas,19.9,75.28
29119,Mcdonald County,Missouri,34.8,75.3
6005,Amador County,California,19.9,75.3
4015,Mohave County,Arizona,32.3,75.31
6049,Modoc County,California,17.4,75.31
6017,El Dorado County,California,25.4,75.32
36067,Onondaga County,New York,34.2,75.35
40119,Payne County,Oklahoma,33,75.38
21093,Hardin County,Kentucky,40.5,75.43
10005,Sussex County,Delaware,35.1,75.43
24009,Calvert County,Maryland,32.4,75.44
41071,Yamhill County,Oregon,32.5,75.46
22103,St. Tammany Parish,Louisiana,31.8,75.47
19139,Muscatine County,Iowa,38.2,75.47
1117,Shelby County,Alabama,32.4,75.47
48503,Young County,Texas,21.4,75.54
26121,Muskegon County,Michigan,37.9,75.57
34015,Gloucester County,New Jersey,32.5,75.58
26099,Macomb County,Michigan,36,75.64
40067,Jefferson County,Oklahoma,20.8,75.67
5067,Jackson County,Arkansas,22.9,75.68
41053,Polk County,Oregon,34.5,75.74
48213,Henderson County,Texas,25.5,75.77
22043,Grant Parish,Louisiana,20.3,75.78
2100,Haines Borough,Alaska,19.5,75.78
41035,Klamath County,Oregon,29.1,75.79
8075,Logan County,Colorado,28.1,75.88
1111,Randolph County,Alabama,31.3,75.88
22057,Lafourche Parish,Louisiana,35,75.92
48031,Blanco County,Texas,18.9,75.94
32011,Eureka County,Nevada,17.7,75.95
37141,Pender County,North Carolina,23.8,75.96
51137,Orange County,Virginia,27.3,76.01
51003,Albemarle County,Virginia,22.6,76.01
27003,Anoka County,Minnesota,34.2,76.03
46101,Moody County,South Dakota,19.3,76.04
21227,Warren County,Kentucky,33.3,76.05
48147,Fannin County,Texas,19.8,76.11
26077,Kalamazoo County,Michigan,33.4,76.14
48455,Trinity County,Texas,23.7,76.15
29211,Sullivan County,Missouri,35,76.15
48159,Franklin County,Texas,17.4,76.18
26025,Calhoun County,Michigan,39.2,76.21
13057,Cherokee County,Georgia,28.2,76.21
20161,Riley County,Kansas,27,76.24
40083,Logan County,Oklahoma,36.1,76.27
5015,Carroll County,Arkansas,29.9,76.28
13159,Jasper County,Georgia,23.1,76.31
1079,Lawrence County,Alabama,23.1,76.37
8007,Archuleta County,Colorado,16.9,76.4
47053,Gibson County,Tennessee,33.6,76.45
45007,Anderson County,South Carolina,34.9,76.46
24041,Talbot County,Maryland,30.3,76.46
56007,Carbon County,Wyoming,32.5,76.48
19103,Johnson County,Iowa,29,76.48
51061,Fauquier County,Virginia,26.9,76.5
37151,Randolph County,North Carolina,32.8,76.51
40087,Mcclain County,Oklahoma,34.1,76.53
6043,Mariposa County,California,17.8,76.65
16075,Payette County,Idaho,37.9,76.65
51127,New Kent County,Virginia,25.8,76.66
34041,Warren County,New Jersey,31,76.66
30015,Chouteau County,Montana,26.7,76.69
38105,Williams County,North Dakota,35.5,76.71
5071,Johnson County,Arkansas,31,76.73
48129,Donley County,Texas,17,76.76
28131,Stone County,Mississippi,26.1,76.76
51011,Appomattox County,Virginia,25.5,76.77
20171,Scott County,Kansas,23.7,76.77
18017,Cass County,Indiana,32.5,76.77
20071,Greeley County,Kansas,22.4,76.78
36109,Tompkins County,New York,25.1,76.79
29195,Saline County,Missouri,32,76.82
39093,Lorain County,Ohio,33.9,76.82
22001,Acadia Parish,Louisiana,34.5,76.83
8059,Jefferson County,Colorado,23.2,76.85
51065,Fluvanna County,Virginia,30.9,76.88
8013,Boulder County,Colorado,15.4,76.91
48133,Eastland County,Texas,17.4,76.92
37125,Moore County,North Carolina,25.7,76.96
8063,Kit Carson County,Colorado,24.5,76.97
16083,Twin Falls County,Idaho,32.3,76.99
53073,Whatcom County,Washington,22.7,77
28145,Union County,Mississippi,32.8,77.06
28111,Perry County,Mississippi,32.2,77.07
28139,Tippah County,Mississippi,28.7,77.1
12085,Martin County,Florida,No Data,77.1
1055,Etowah County,Alabama,35.4,77.1
51101,King William County,Virginia,31.6,77.14
17183,Vermilion County,Illinois,23.8,77.14
12013,Calhoun County,Florida,No Data,77.14
19115,Louisa County,Iowa,33.6,77.18
12133,Washington County,Florida,No Data,77.2
42003,Allegheny County,Pennsylvania,30.8,77.21
39017,Butler County,Ohio,39,77.22
27067,Kandiyohi County,Minnesota,31.2,77.23
27139,Scott County,Minnesota,32.7,77.29
2170,Matanuska-Susitna Borough,Alaska,34.4,77.31
27109,Olmsted County,Minnesota,28.2,77.32
13157,Jackson County,Georgia,24,77.33
6089,Shasta County,California,25.3,77.34
37057,Davidson County,North Carolina,33.2,77.38
37129,New Hanover County,North Carolina,25.7,77.4
48333,Mills County,Texas,18.6,77.42
1033,Colbert County,Alabama,31.1,77.46
56021,Laramie County,Wyoming,30.6,77.47
42029,Chester County,Pennsylvania,27.6,77.47
40153,Woodward County,Oklahoma,37.2,77.49
36111,Ulster County,New York,28.3,77.49
2230,Skagway Municipality,Alaska,21.3,77.52
48119,Delta County,Texas,17.3,77.54
6009,Calaveras County,California,20.8,77.54
29019,Boone County,Missouri,30.2,77.56
22053,Jefferson Davis Parish,Louisiana,33.9,77.58
22021,Caldwell Parish,Louisiana,18.9,77.61
53075,Whitman County,Washington,31.7,77.65
45051,Horry County,South Carolina,34.3,77.68
51119,Middlesex County,Virginia,21.8,77.71
53029,Island County,Washington,28.6,77.73
48425,Somervell County,Texas,18.1,77.75
20045,Douglas County,Kansas,29.9,77.78
51109,Louisa County,Virginia,27.8,77.79
17113,Mclean County,Illinois,28.9,77.81
12045,Gulf County,Florida,No Data,77.83
24029,Kent County,Maryland,29,77.85
53027,Grays Harbor County,Washington,33.9,77.87
53045,Mason County,Washington,32.5,77.88
12075,Levy County,Florida,No Data,77.89
20035,Cowley County,Kansas,38.1,77.89
22113,Vermilion Parish,Louisiana,35.6,77.9
55113,Sawyer County,Wisconsin,33.1,77.92
19171,Tama County,Iowa,38.1,77.93
55025,Dane County,Wisconsin,23.3,77.96
19039,Clarke County,Iowa,29.3,77.97
31119,Madison County,Nebraska,34.1,78.03
51031,Campbell County,Virginia,32.2,78.05
47119,Maury County,Tennessee,27.1,78.07
48361,Orange County,Texas,35.3,78.09
19179,Wapello County,Iowa,35.8,78.09
18091,Laporte County,Indiana,32.4,78.09
40137,Stephens County,Oklahoma,36.7,78.14
20069,Gray County,Kansas,30.7,78.15
47045,Dyer County,Tennessee,23.6,78.17
42103,Pike County,Pennsylvania,23.6,78.17
46129,Walworth County,South Dakota,19.3,78.23
20091,Johnson County,Kansas,28.2,78.26
19163,Scott County,Iowa,36.4,78.26
17111,Mchenry County,Illinois,28.3,78.26
8067,La Plata County,Colorado,18.5,78.3
54021,Gilmer County,West Virginia,30.9,78.33
41029,Jackson County,Oregon,26.9,78.36
1095,Marshall County,Alabama,28.8,78.36
31153,Sarpy County,Nebraska,35.4,78.4
48457,Tyler County,Texas,22.4,78.41
29047,Clay County,Missouri,36.8,78.43
8043,Fremont County,Colorado,28.4,78.48
17167,Sangamon County,Illinois,27.9,78.5
38025,Dunn County,North Dakota,33.9,78.51
28155,Webster County,Mississippi,24.9,78.51
29165,Platte County,Missouri,31.9,78.52
8115,Sedgwick County,Colorado,22.6,78.52
48459,Upshur County,Texas,18.7,78.55
12129,Wakulla County,Florida,No Data,78.55
8081,Moffat County,Colorado,23,78.63
20103,Leavenworth County,Kansas,37.5,78.64
20125,Montgomery County,Kansas,39.8,78.66
29069,Dunklin County,Missouri,39.4,78.67
18063,Hendricks County,Indiana,31.7,78.7
5045,Faulkner County,Arkansas,31.5,78.71
36057,Montgomery County,New York,34.1,78.73
46123,Tripp County,South Dakota,19.8,78.74
22123,West Carroll Parish,Louisiana,22.1,78.75
31013,Box Butte County,Nebraska,37.5,78.76
2122,Kenai Peninsula Borough,Alaska,30.9,78.77
1049,Dekalb County,Alabama,34,78.79
6109,Tuolumne County,California,15.8,78.8
56037,Sweetwater County,Wyoming,33.3,78.84
4025,Yavapai County,Arizona,25.1,78.86
27163,Washington County,Minnesota,30.2,78.88
51075,Goochland County,Virginia,24.6,78.9
29143,New Madrid County,Missouri,39.3,78.9
31097,Johnson County,Nebraska,29.9,78.91
55009,Brown County,Wisconsin,32.8,78.94
20169,Saline County,Kansas,35.7,79
13195,Madison County,Georgia,25.3,79.02
25005,Bristol County,Massachusetts,28.2,79.09
30073,Pondera County,Montana,29.7,79.09
41005,Clackamas County,Oregon,30.1,79.13
46103,Pennington County,South Dakota,32.6,79.16
48023,Baylor County,Texas,18.4,79.17
41003,Benton County,Oregon,21.5,79.19
40043,Dewey County,Oklahoma,18.3,79.19
8035,Douglas County,Colorado,21.3,79.21
42075,Lebanon County,Pennsylvania,29.7,79.3
19013,Black Hawk County,Iowa,36.2,79.35
49045,Tooele County,Utah,38.1,79.36
51069,Frederick County,Virginia,29.1,79.38
31161,Sheridan County,Nebraska,36.8,79.38
22059,Lasalle Parish,Louisiana,21.5,79.39
20009,Barton County,Kansas,34.1,79.41
18005,Bartholomew County,Indiana,33.1,79.46
16087,Washington County,Idaho,31.8,79.47
37167,Stanly County,North Carolina,20.6,79.53
40051,Grady County,Oklahoma,33.6,79.6
51790,Staunton City,Virginia,17.4,79.62
27131,Rice County,Minnesota,33,79.62
40103,Noble County,Oklahoma,21.3,79.63
32005,Douglas County,Nevada,25.4,79.63
1021,Chilton County,Alabama,39.2,79.67
25023,Plymouth County,Massachusetts,26.5,79.7
31109,Lancaster County,Nebraska,32,79.71
18023,Clinton County,Indiana,32.8,79.81
54047,Mcdowell County,West Virginia,36.4,79.84
56039,Teton County,Wyoming,12.2,79.86
46099,Minnehaha County,South Dakota,32.3,79.9
12109,St. Johns County,Florida,No Data,79.9
13019,Berrien County,Georgia,27.3,79.9
55041,Forest County,Wisconsin,32,79.91
51079,Greene County,Virginia,21.8,79.92
40003,Alfalfa County,Oklahoma,18.1,79.94
49019,Grand County,Utah,22.2,79.94
31123,Morrill County,Nebraska,29.4,79.96
51580,Covington City,Virginia,17.3,80.07
39003,Allen County,Ohio,39.4,80.07
36065,Oneida County,New York,33.3,80.08
24047,Worcester County,Maryland,35.5,80.14
41039,Lane County,Oregon,32.8,80.17
13213,Murray County,Georgia,28.3,80.17
47063,Hamblen County,Tennessee,31.9,80.18
8077,Mesa County,Colorado,28.3,80.18
42071,Lancaster County,Pennsylvania,31.4,80.19
49049,Utah County,Utah,29.3,80.22
37099,Jackson County,North Carolina,26.3,80.31
12003,Baker County,Florida,No Data,80.31
5029,Conway County,Arkansas,33,80.33
8117,Summit County,Colorado,16.2,80.34
1027,Clay County,Alabama,23.2,80.35
26159,Van Buren County,Michigan,35.4,80.37
48367,Parker County,Texas,31.7,80.39
31053,Dodge County,Nebraska,39.9,80.41
8029,Delta County,Colorado,21.1,80.44
6105,Trinity County,California,17.1,80.51
21211,Shelby County,Kentucky,23.9,80.59
46065,Hughes County,South Dakota,26.5,80.63
36045,Jefferson County,New York,36.3,80.69
18057,Hamilton County,Indiana,26.9,80.72
22011,Beauregard Parish,Louisiana,31.2,80.73
46015,Brule County,South Dakota,25.3,80.74
42133,York County,Pennsylvania,35.2,80.74
48467,Van Zandt County,Texas,24.1,80.75
17177,Stephenson County,Illinois,24.5,80.75
37023,Burke County,North Carolina,27.3,80.79
40081,Lincoln County,Oklahoma,35.7,80.8
40149,Washita County,Oklahoma,26.8,80.82
26127,Oceana County,Michigan,22.2,80.82
12113,Santa Rosa County,Florida,No Data,80.82
5051,Garland County,Arkansas,27.4,80.83
8069,Larimer County,Colorado,23.1,80.89
8017,Cheyenne County,Colorado,18.1,80.89
40129,Roger Mills County,Oklahoma,17.6,80.9
18127,Porter County,Indiana,36.6,80.9
37029,Camden County,North Carolina,17.7,80.93
36007,Broome County,New York,34.2,81
13257,Stephens County,Georgia,18.5,81.01
53039,Klickitat County,Washington,24.3,81.08
36083,Rensselaer County,New York,32.8,81.08
16081,Teton County,Idaho,20.7,81.08
5125,Saline County,Arkansas,33.2,81.11
41041,Lincoln County,Oregon,32.6,81.15
38071,Ramsey County,North Dakota,32.8,81.16
20025,Clark County,Kansas,24.3,81.17
39041,Delaware County,Ohio,34.3,81.18
12037,Franklin County,Florida,No Data,81.19
20013,Brown County,Kansas,30.1,81.2
6091,Sierra County,California,17.4,81.22
55105,Rock County,Wisconsin,31.1,81.23
51125,Nelson County,Virginia,23,81.23
18019,Clark County,Indiana,36.3,81.24
42069,Lackawanna County,Pennsylvania,26.6,81.25
47147,Robertson County,Tennessee,23.5,81.25
47093,Knox County,Tennessee,34.4,81.26
49047,Uintah County,Utah,38.1,81.3
53009,Clallam County,Washington,27.1,81.3
29051,Cole County,Missouri,31,81.3
20079,Harvey County,Kansas,36,81.32
54003,Berkeley County,West Virginia,38,81.33
13119,Franklin County,Georgia,25.2,81.33
53041,Lewis County,Washington,33,81.35
38101,Ward County,North Dakota,36.1,81.35
53049,Pacific County,Washington,34.5,81.38
17087,Johnson County,Illinois,19.4,81.38
28117,Prentiss County,Mississippi,31.7,81.4
47131,Obion County,Tennessee,23.9,81.4
17095,Knox County,Illinois,26.4,81.4
16019,Bonneville County,Idaho,34.2,81.48
48193,Hamilton County,Texas,16.9,81.49
28003,Alcorn County,Mississippi,32.3,81.49
47165,Sumner County,Tennessee,32.2,81.5
26045,Eaton County,Michigan,31.7,81.51
8009,Baca County,Colorado,18.3,81.56
9015,Windham County,Connecticut,34.3,81.56
53015,Cowlitz County,Washington,37.7,81.58
55003,Ashland County,Wisconsin,35.5,81.61
27083,Lyon County,Minnesota,31.9,81.61
28109,Pearl River County,Mississippi,33.8,81.65
29021,Buchanan County,Missouri,34.8,81.69
21073,Franklin County,Kentucky,29.8,81.71
26085,Lake County,Michigan,21,81.72
48499,Wood County,Texas,21.3,81.74
27047,Freeborn County,Minnesota,29.1,81.75
49011,Davis County,Utah,31.9,81.77
12115,Sarasota County,Florida,No Data,81.79
27033,Cottonwood County,Minnesota,29.7,81.8
18163,Vanderburgh County,Indiana,38.4,81.8
32029,Storey County,Nevada,16.1,81.82
8111,San Juan County,Colorado,17,81.82
13055,Chattooga County,Georgia,27.1,81.83
27145,Stearns County,Minnesota,34.8,81.87
42041,Cumberland County,Pennsylvania,27.8,81.88
54037,Jefferson County,West Virginia,30.9,81.9
51678,Lexington City,Virginia,17.8,81.91
6063,Plumas County,California,17.6,81.93
42017,Bucks County,Pennsylvania,27.5,81.94
31051,Dixon County,Nebraska,36.2,81.94
47189,Wilson County,Tennessee,23.9,81.95
39045,Fairfield County,Ohio,40.6,81.98
48221,Hood County,Texas,21.6,81.99
33011,Hillsborough County,New Hampshire,30.7,82
34037,Sussex County,New Jersey,31,82.02
32017,Lincoln County,Nevada,23.6,82.04
5059,Hot Spring County,Arkansas,25.8,82.06
55117,Sheboygan County,Wisconsin,30.2,82.08
40151,Woods County,Oklahoma,30.7,82.08
39043,Erie County,Ohio,36.3,82.08
37171,Surry County,North Carolina,28.3,82.11
20159,Rice County,Kansas,33.6,82.11
56043,Washakie County,Wyoming,27.1,82.13
40093,Major County,Oklahoma,22.6,82.15
37161,Rutherford County,North Carolina,26.8,82.15
19197,Wright County,Iowa,30.1,82.17
5115,Pope County,Arkansas,36.2,82.17
17187,Warren County,Illinois,18.7,82.2
56001,Albany County,Wyoming,24.8,82.22
5033,Crawford County,Arkansas,36.2,82.23
49007,Carbon County,Utah,34.7,82.27
46091,Marshall County,South Dakota,20.5,82.28
41037,Lake County,Oregon,19.6,82.3
26003,Alger County,Michigan,19.2,82.32
51085,Hanover County,Virginia,28.6,82.35
9007,Middlesex County,Connecticut,29.8,82.36
1039,Covington County,Alabama,34.9,82.37
37089,Henderson County,North Carolina,30,82.38
20083,Hodgeman County,Kansas,23.5,82.39
21145,Mccracken County,Kentucky,28.7,82.39
16005,Bannock County,Idaho,36.1,82.41
48417,Shackelford County,Texas,17.7,82.42
20185,Stafford County,Kansas,29.4,82.44
31029,Chase County,Nebraska,28.8,82.45
29201,Scott County,Missouri,36.2,82.46
18105,Monroe County,Indiana,27.2,82.46
30071,Phillips County,Montana,30,82.48
1061,Geneva County,Alabama,32.5,82.48
29097,Jasper County,Missouri,36.5,82.49
20181,Sherman County,Kansas,29.1,82.52
25015,Hampshire County,Massachusetts,22.9,82.52
38099,Walsh County,North Dakota,28.1,82.55
8103,Rio Blanco County,Colorado,18,82.55
53063,Spokane County,Washington,29.8,82.58
51750,Radford City,Virginia,22.4,82.58
53059,Skamania County,Washington,27.3,82.6
49027,Millard County,Utah,30.1,82.6
20019,Chautauqua County,Kansas,30.1,82.61
37019,Brunswick County,North Carolina,28.9,82.63
20145,Pawnee County,Kansas,29.8,82.63
20085,Jackson County,Kansas,33.6,82.65
9013,Tolland County,Connecticut,27.4,82.7
39143,Sandusky County,Ohio,33.7,82.74
38035,Grand Forks County,North Dakota,34.5,82.74
37021,Buncombe County,North Carolina,26.5,82.74
37197,Yadkin County,North Carolina,25.2,82.76
47169,Trousdale County,Tennessee,18.3,82.76
48379,Rains County,Texas,17.9,82.77
49053,Washington County,Utah,28.8,82.79
5127,Scott County,Arkansas,22.1,82.8
24015,Cecil County,Maryland,34.4,82.81
51775,Salem City,Virginia,29.1,82.82
34019,Hunterdon County,New Jersey,26.4,82.82
12015,Charlotte County,Florida,No Data,82.82
13229,Pierce County,Georgia,25.1,82.82
49001,Beaver County,Utah,22.2,82.84
49051,Wasatch County,Utah,25.2,82.84
53013,Columbia County,Washington,28.6,82.86
41043,Linn County,Oregon,36.2,82.86
48059,Callahan County,Texas,24,82.87
53037,Kittitas County,Washington,26.7,82.88
48447,Throckmorton County,Texas,17.8,82.9
26139,Ottawa County,Michigan,29.5,82.91
19049,Dallas County,Iowa,34.5,82.92
42049,Erie County,Pennsylvania,34.7,82.93
49005,Cache County,Utah,28.8,82.94
39023,Clark County,Ohio,37,82.94
20101,Lane County,Kansas,25.8,82.97
13219,Oconee County,Georgia,23.8,82.97
1003,Baldwin County,Alabama,33.3,82.98
51187,Warren County,Virginia,26.7,83
20155,Reno County,Kansas,40.6,83
51121,Montgomery County,Virginia,27.4,83.02
37059,Davie County,North Carolina,24.6,83.05
16001,Ada County,Idaho,27.5,83.05
16061,Lewis County,Idaho,29,83.1
29159,Pettis County,Missouri,39,83.13
17195,Whiteside County,Illinois,32.1,83.14
47187,Williamson County,Tennessee,24.8,83.17
19069,Franklin County,Iowa,32.8,83.18
38017,Cass County,North Dakota,33.6,83.19
27029,Clearwater County,Minnesota,25.4,83.19
27021,Cass County,Minnesota,29.6,83.21
22063,Livingston Parish,Louisiana,38.2,83.22
39057,Greene County,Ohio,32.4,83.23
17119,Madison County,Illinois,35.9,83.24
8057,Jackson County,Colorado,16.9,83.26
34029,Ocean County,New Jersey,31,83.28
37109,Lincoln County,North Carolina,24.9,83.31
19169,Story County,Iowa,27.7,83.32
41057,Tillamook County,Oregon,26.8,83.33
12029,Dixie County,Florida,No Data,83.37
48299,Llano County,Texas,18.8,83.43
18067,Howard County,Indiana,39.7,83.43
39165,Warren County,Ohio,33.2,83.46
19101,Jefferson County,Iowa,26.2,83.51
47055,Giles County,Tennessee,21.4,83.53
31001,Adams County,Nebraska,36.7,83.57
18095,Madison County,Indiana,39.9,83.58
51161,Roanoke County,Virginia,33.2,83.59
17063,Grundy County,Illinois,20.9,83.6
6057,Nevada County,California,19.5,83.6
1077,Lauderdale County,Alabama,33.4,83.6
48065,Carson County,Texas,17.4,83.63
18053,Grant County,Indiana,32.9,83.66
13149,Heard County,Georgia,17.9,83.68
46069,Hyde County,South Dakota,20.3,83.7
12131,Walton County,Florida,No Data,83.7
36063,Niagara County,New York,32.1,83.78
19113,Linn County,Iowa,36.8,83.81
26075,Jackson County,Michigan,35.2,83.81
5025,Cleveland County,Arkansas,25.2,83.84
17099,Lasalle County,Illinois,28.5,83.88
8097,Pitkin County,Colorado,14.1,83.88
13123,Gilmer County,Georgia,27.1,83.88
47017,Carroll County,Tennessee,28.6,83.9
29009,Barry County,Missouri,28.8,83.91
1115,St. Clair County,Alabama,36.1,83.94
41011,Coos County,Oregon,34.6,83.95
47177,Warren County,Tennessee,25.5,83.96
30013,Cascade County,Montana,35.8,83.99
45073,Oconee County,South Carolina,32.5,84
51113,Madison County,Virginia,25.9,84.02
31031,Cherry County,Nebraska,29.5,84.02
51043,Clarke County,Virginia,20.2,84.03
31107,Knox County,Nebraska,36.1,84.05
28045,Hancock County,Mississippi,29.2,84.05
16009,Benewah County,Idaho,26.2,84.05
48393,Roberts County,Texas,16.9,84.06
31105,Kimball County,Nebraska,29,84.07
27149,Stevens County,Minnesota,24.3,84.08
51073,Gloucester County,Virginia,31.2,84.1
29145,Newton County,Missouri,34.3,84.11
48337,Montague County,Texas,20.1,84.11
49021,Iron County,Utah,30.5,84.12
47011,Bradley County,Tennessee,39.4,84.15
46047,Fall River County,South Dakota,25,84.15
41007,Clatsop County,Oregon,24.8,84.16
30105,Valley County,Montana,33.1,84.16
30101,Toole County,Montana,22.8,84.18
48011,Armstrong County,Texas,17.2,84.22
27027,Clay County,Minnesota,31.4,84.28
1057,Fayette County,Alabama,21.8,84.3
47117,Marshall County,Tennessee,21.5,84.32
49013,Duchesne County,Utah,31,84.33
17101,Lawrence County,Illinois,16.9,84.34
47023,Chester County,Tennessee,27.8,84.35
48199,Hardin County,Texas,29.1,84.36
49043,Summit County,Utah,17.3,84.37
8113,San Miguel County,Colorado,18.8,84.38
20135,Ness County,Kansas,28.4,84.39
56015,Goshen County,Wyoming,28,84.4
20099,Labette County,Kansas,41,84.4
27031,Cook County,Minnesota,18.3,84.46
8015,Chaffee County,Colorado,18.4,84.49
12119,Sumter County,Florida,No Data,84.5
21017,Bourbon County,Kentucky,22.2,84.52
8033,Dolores County,Colorado,17.2,84.52
5085,Lonoke County,Arkansas,32.5,84.53
45077,Pickens County,South Carolina,24.5,84.57
29031,Cape Girardeau County,Missouri,35,84.62
16043,Fremont County,Idaho,25.4,84.63
26073,Isabella County,Michigan,33.9,84.65
48403,Sabine County,Texas,17.5,84.67
36039,Greene County,New York,32.1,84.67
21213,Simpson County,Kentucky,23,84.67
39139,Richland County,Ohio,37.1,84.73
34009,Cape May County,New Jersey,31,84.73
27023,Chippewa County,Minnesota,33.7,84.75
46037,Day County,South Dakota,31.5,84.76
26153,Schoolcraft County,Michigan,19.7,84.77
51720,Norton City,Virginia,17.1,84.79
8121,Washington County,Colorado,25.4,84.79
41015,Curry County,Oregon,21.7,84.8
21219,Todd County,Kentucky,29.1,84.84
30111,Yellowstone County,Montana,31.5,84.85
26057,Gratiot County,Michigan,30.4,84.86
17103,Lee County,Illinois,20,84.87
40045,Ellis County,Oklahoma,23.8,84.88
36033,Franklin County,New York,40,84.89
55007,Bayfield County,Wisconsin,30.8,84.9
31045,Dawes County,Nebraska,30.8,84.9
5111,Poinsett County,Arkansas,37.9,84.93
42027,Centre County,Pennsylvania,26.5,84.94
21021,Boyle County,Kentucky,23.7,84.94
21083,Graves County,Kentucky,34.1,84.96
20053,Ellsworth County,Kansas,27.7,84.96
44003,Kent County,Rhode Island,29.7,84.97
18081,Johnson County,Indiana,35.2,84.97
41033,Josephine County,Oregon,27.3,84.97
55127,Walworth County,Wisconsin,32.3,85.01
39039,Defiance County,Ohio,34.4,85.02
37075,Graham County,North Carolina,21.9,85.04
29183,St. Charles County,Missouri,33.6,85.04
46013,Brown County,South Dakota,34.9,85.06
19187,Webster County,Iowa,25,85.08
17141,Ogle County,Illinois,21,85.08
12089,Nassau County,Florida,No Data,85.09
27147,Steele County,Minnesota,36.3,85.11
26149,St. Joseph County,Michigan,31,85.12
20037,Crawford County,Kansas,34.1,85.15
51115,Mathews County,Virginia,27.1,85.16
29101,Johnson County,Missouri,32,85.16
17081,Jefferson County,Illinois,19.2,85.21
18167,Vigo County,Indiana,31.8,85.21
51171,Shenandoah County,Virginia,34.1,85.23
36021,Columbia County,New York,28.6,85.23
8047,Gilpin County,Colorado,21.1,85.23
37053,Currituck County,North Carolina,22.8,85.26
44005,Newport County,Rhode Island,24.5,85.28
47183,Weakley County,Tennessee,24.2,85.29
21015,Boone County,Kentucky,34.4,85.29
39151,Stark County,Ohio,39.1,85.3
49017,Garfield County,Utah,22.4,85.31
5117,Prairie County,Arkansas,24.4,85.31
19057,Des Moines County,Iowa,32.8,85.31
18071,Jackson County,Indiana,35.5,85.32
13011,Banks County,Georgia,19.8,85.39
40053,Grant County,Oklahoma,20.6,85.43
42119,Union County,Pennsylvania,25.6,85.49
31019,Buffalo County,Nebraska,36.3,85.5
21101,Henderson County,Kentucky,31.5,85.5
55115,Shawano County,Wisconsin,30.3,85.51
41025,Harney County,Oregon,18.3,85.51
27013,Blue Earth County,Minnesota,30.7,85.52
19155,Pottawattamie County,Iowa,38.2,85.52
12059,Holmes County,Florida,No Data,85.55
24035,Queen Anne&#39;s County,Maryland,30.4,85.56
17145,Perry County,Illinois,17.7,85.56
1075,Lamar County,Alabama,21.9,85.56
27127,Redwood County,Minnesota,35.4,85.57
36015,Chemung County,New York,35.3,85.58
56025,Natrona County,Wyoming,31.5,85.62
27119,Polk County,Minnesota,36.7,85.63
37027,Caldwell County,North Carolina,30.3,85.67
53069,Wahkiakum County,Washington,30.4,85.69
19167,Sioux County,Iowa,35.4,85.69
55125,Vilas County,Wisconsin,30.6,85.72
38089,Stark County,North Dakota,33.3,85.72
8051,Gunnison County,Colorado,14.2,85.72
47103,Lincoln County,Tennessee,25.9,85.74
27155,Traverse County,Minnesota,27.7,85.74
46075,Jones County,South Dakota,17.7,85.75
49039,Sanpete County,Utah,29.5,85.76
37003,Alexander County,North Carolina,21.1,85.76
18035,Delaware County,Indiana,33.7,85.79
8119,Teller County,Colorado,24.1,85.79
8039,Elbert County,Colorado,22.1,85.83
5109,Pike County,Arkansas,23.6,85.84
41017,Deschutes County,Oregon,23.5,85.85
27129,Renville County,Minnesota,29.5,85.85
8049,Grand County,Colorado,13.5,85.86
26027,Cass County,Michigan,28.7,85.87
21209,Scott County,Kentucky,30.2,85.87
46003,Aurora County,South Dakota,33.9,85.88
17011,Bureau County,Illinois,22.9,85.88
55053,Jackson County,Wisconsin,20.9,85.9
26091,Lenawee County,Michigan,34.9,85.9
29037,Cass County,Missouri,33.4,85.94
16065,Madison County,Idaho,30.4,85.94
16025,Camas County,Idaho,21.3,85.95
21105,Hickman County,Kentucky,17.4,85.96
56003,Big Horn County,Wyoming,29.7,85.97
37193,Wilkes County,North Carolina,31.9,85.98
17157,Randolph County,Illinois,21.9,85.98
1009,Blount County,Alabama,25.2,85.99
46117,Stanley County,South Dakota,22.9,86.03
53065,Stevens County,Washington,28.2,86.04
55087,Outagamie County,Wisconsin,29.8,86.05
39155,Trumbull County,Ohio,39,86.05
26067,Ionia County,Michigan,31.9,86.07
51165,Rockingham County,Virginia,31.5,86.08
9005,Litchfield County,Connecticut,26,86.08
46009,Bon Homme County,South Dakota,19.9,86.09
39085,Lake County,Ohio,31.5,86.1
20021,Cherokee County,Kansas,38.2,86.1
18099,Marshall County,Indiana,31.9,86.1
47077,Henderson County,Tennessee,35.7,86.11
27005,Becker County,Minnesota,35.9,86.11
